word	pos	year	freq	total_nmeanings	ncrosses	nmeanings
misfall	v	1340	1	2	1	1
ˈthreapen	v	1340	1	2	1	1
ˈwarrok	v	1362	1	2	1	1
swayve	v	1377	1	1	0	1
underˈcreep	v	1382	1	2	0	2
bedark	v	1393	1	1	0	1
beˈtread	v	1398	1	1	0	1
underˈhole	v	1398	1	1	0	1
aˈttermine	v	1413	1	1	0	1
replevish	v	1433	1	1	0	1
querken	v	1440	1	1	0	1
disarrest	v	1443	1	1	0	1
overfret2	v	1445	1	1	0	1
rubrish	v	1469	1	1	0	1
dishelm1	v	1477	1	1	0	1
resplendish	v	1479	1	2	1	1
reprick	v	1486	1	2	1	1
re-proffer	v	1486	1	2	1	1
obfusk	v	1490	1	1	0	1
rowcast	v	1500	1	1	0	1
ˈculyeculȝe	v	1510	1	1	0	1
verbate	v	1512	1	1	0	1
ˈsmotter	v	1513	1	1	0	1
thrimp	v	1513	1	1	0	1
wheak	v	1513	1	1	0	1
underˈhew	v	1523	1	2	0	2
reverdure	v	1525	1	1	0	1
mistetch	v	1529	1	1	0	1
alighten2	v	1530	1	2	1	1
misagree	v	1530	1	2	1	1
unnock	v	1530	1	1	0	1
adumber	v	1535	1	1	0	1
inthronizate	v	1535	1	1	0	1
rejourney	v	1535	1	2	0	2
fuffle	v	1536	1	1	0	1
abrenounce	v	1537	1	1	0	1
inhiate	v	1543	1	1	0	1
ˈcludder	v	1545	1	2	1	1
regratify	v	1545	1	1	0	1
murmell	v	1546	1	2	0	2
empowder	v	1548	1	1	0	1
floccipend	v	1548	1	1	0	1
shaffle	v	1552	1	2	0	2
plentify	v	1555	1	1	0	1
supputate	v	1555	1	1	0	1
adnote	v	1558	1	1	0	1
outbelch	v	1558	1	2	1	1
upˈsteer	v	1558	1	1	0	1
re-quit2	v	1559	1	1	0	1
premonstrate	v	1562	1	1	0	1
reworship	v	1562	1	1	0	1
reyield	v	1562	1	1	0	1
flaite2	v	1565	1	1	0	1
sejoin	v	1568	1	1	0	1
ˈfloister	v	1569	1	1	0	1
dispunct	v	1570	1	1	0	1
ˈfaffle	v	1570	1	1	0	1
overflourish	v	1570	1	3	2	1
ˈsouren	v	1570	1	1	0	1
ˈtopsy-ˈturn	v	1573	1	1	0	1
abastardize	v	1574	1	1	0	1
bespirit	v	1574	1	2	0	2
unˈspit	v	1574	1	1	0	1
arrode	v	1575	1	1	0	1
beblister	v	1575	1	1	0	1
torfle	v	1575	1	1	0	1
rehonourrehonor	v	1576	1	1	0	1
shoggle	v	1577	1	3	0	3
overdrown	v	1579	1	1	0	1
overgrass	v	1579	1	1	0	1
reappease	v	1579	1	1	0	1
re-expect	v	1579	1	1	0	1
yolp	v	1579	1	1	0	1
disrump1	v	1581	1	1	0	1
upˈbray	v	1581	1	3	2	1
repropitiate	v	1582	1	1	0	1
monsterfy	v	1584	1	1	0	1
rejolt	v	1584	1	2	1	1
cankerfret	v	1585	1	1	0	1
ˈdepthen	v	1587	1	1	0	1
overdrip	v	1587	1	1	0	1
rubrify	v	1587	1	1	0	1
ˈstomber	v	1588	1	2	0	2
reconvent	v	1589	1	1	0	1
re-entice	v	1589	1	1	0	1
adempt	v	1590	1	1	0	1
discrepate	v	1590	1	2	1	1
repurple	v	1590	1	1	0	1
outstrain	v	1591	1	3	0	3
submonish	v	1591	1	1	0	1
upˈswallow	v	1591	1	1	0	1
godize	v	1592	1	1	0	1
reharm	v	1592	1	1	0	1
reincense1	v	1592	1	2	1	1
remonarchize	v	1592	1	1	0	1
reslide	v	1592	1	2	1	1
re-wish	v	1592	1	1	0	1
anthropophagize	v	1593	1	1	0	1
disparish2	v	1593	1	1	0	1
monogamize	v	1593	1	2	1	1
oblivionize	v	1593	1	1	0	1
outsuffer	v	1593	1	1	0	1
pitch brand	v	1593	1	1	0	1
retranquillizeretranquilize	v	1593	1	1	0	1
soldierize	v	1593	1	3	0	3
overmourn	v	1594	1	2	1	1
reunfold	v	1594	1	1	0	1
ˈscarcen	v	1594	1	2	0	2
pastorize	v	1595	1	1	0	1
augurize	v	1596	1	1	0	1
comedize	v	1596	1	2	0	2
dialoguize	v	1596	1	1	0	1
enˈharbour	v	1596	1	1	0	1
out-beard	v	1596	1	1	0	1
redisburse	v	1596	1	1	0	1
gangrenize	v	1598	1	1	0	1
meliorize	v	1598	1	1	0	1
perfricate	v	1598	1	1	0	1
pinguefy	v	1598	1	2	1	1
recollocate	v	1598	1	1	0	1
rehumble	v	1598	1	1	0	1
remanure	v	1598	1	1	0	1
serenize	v	1598	1	1	0	1
subordain	v	1598	1	4	3	1
albify	v	1599	1	1	0	1
deglute	v	1599	1	1	0	1
forelive	v	1599	1	1	0	1
resucceed	v	1599	1	1	0	1
retrogradate	v	1599	1	1	0	1
bepester	v	1600	1	1	0	1
ˈdiamondize	v	1600	1	2	0	2
discanonize	v	1600	1	2	1	1
ˈdoctorize	v	1600	1	1	0	1
noblify	v	1600	1	1	0	1
outpeep	v	1600	1	1	0	1
redesire	v	1600	1	1	0	1
refound3	v	1600	1	1	0	1
ˈswithen	v	1600	1	1	0	1
discloak	v	1601	1	1	0	1
exˈsibilate	v	1601	1	1	0	1
shrig	v	1601	1	1	0	1
super-arrogate	v	1601	1	1	0	1
transfashion	v	1601	1	1	0	1
disculp	v	1602	1	1	0	1
poetrize	v	1602	1	1	0	1
rancel	v	1602	1	3	1	2
scoad	v	1602	1	1	0	1
coagment	v	1603	1	1	0	1
dischain	v	1603	1	1	0	1
discombine	v	1603	1	1	0	1
disˈvisage	v	1603	1	1	0	1
godify	v	1603	1	1	0	1
out-toil	v	1603	1	2	1	1
pyrrhonize	v	1603	1	2	1	1
remorphize	v	1603	1	1	0	1
resuck	v	1603	1	1	0	1
vapulate	v	1603	1	2	0	2
adhorn	v	1605	1	1	0	1
befoam	v	1605	1	1	0	1
bemaim	v	1605	1	1	0	1
discabinet	v	1605	1	1	0	1
disˈmatch	v	1605	1	1	0	1
dissceptre	v	1605	1	1	0	1
encheer	v	1605	1	1	0	1
foupe	v	1605	1	1	0	1
mislodge	v	1605	1	2	1	1
polygamize	v	1605	1	1	0	1
recatholize	v	1605	1	1	0	1
retomb	v	1605	1	1	0	1
rewhelp	v	1605	1	1	0	1
ˈsycophantize	v	1605	1	2	1	1
belibel	v	1606	1	1	0	1
church-out	v	1606	1	1	0	1
diffranchise	v	1606	1	1	0	1
rejerk	v	1606	1	1	0	1
respew	v	1606	1	1	0	1
subdichotomize	v	1606	1	1	0	1
subodorate	v	1606	1	1	0	1
supersubstantiate	v	1606	1	1	0	1
coadore	v	1607	1	1	0	1
dijudicate	v	1607	1	1	0	1
facilize	v	1607	1	1	0	1
languefy	v	1607	1	2	1	1
outhumourouthumor	v	1607	1	2	1	1
outswagger	v	1607	1	1	0	1
reimportune	v	1607	1	1	0	1
ˈstrapple	v	1607	1	2	1	1
stroddle	v	1607	1	1	0	1
superonerate	v	1607	1	1	0	1
overdrop	v	1608	1	1	0	1
cataloguize	v	1609	1	1	0	1
deˈglutinate	v	1609	1	2	1	1
dislock	v	1609	1	1	0	1
empatron	v	1609	1	1	0	1
legionize	v	1609	1	1	0	1
misact	v	1609	1	1	0	1
re-accuse	v	1609	1	1	0	1
recheer	v	1609	1	2	0	2
reinstaure	v	1609	1	1	0	1
repacify	v	1609	1	1	0	1
scurrilize	v	1609	1	2	1	1
unˈheaven	v	1609	1	1	0	1
ablude	v	1610	1	1	0	1
be-smut	v	1610	1	1	0	1
disˈshadowdiˈshadow	v	1610	1	1	0	1
emˈbrighten	v	1610	1	1	0	1
extund	v	1610	1	1	0	1
misbaptize	v	1610	1	2	1	1
re-engorge	v	1610	1	1	0	1
sabbathize	v	1610	1	1	0	1
stonify	v	1610	1	1	0	1
supervest	v	1610	1	1	0	1
beˈhoney	v	1611	1	1	0	1
difficilitate	v	1611	1	1	0	1
disassure	v	1611	1	1	0	1
disaugment	v	1611	1	1	0	1
disclog	v	1611	1	1	0	1
disconclude	v	1611	1	1	0	1
disiˈmmure	v	1611	1	1	0	1
disobˈstruct	v	1611	1	1	0	1
diswood	v	1611	1	1	0	1
giantize	v	1611	1	1	0	1
impack	v	1611	1	1	0	1
impalace	v	1611	1	1	0	1
impalm	v	1611	1	1	0	1
inˈcaptivate	v	1611	1	1	0	1
inknot	v	1611	1	1	0	1
invigour	v	1611	1	1	0	1
nicefy	v	1611	1	1	0	1
obstupefy	v	1611	1	1	0	1
pedantize	v	1611	1	2	1	1
re-amass	v	1611	1	1	0	1
reburden	v	1611	1	1	0	1
redecree	v	1611	1	1	0	1
redemolish	v	1611	1	1	0	1
rediminish	v	1611	1	1	0	1
re-enchain	v	1611	1	1	0	1
re-entrap	v	1611	1	1	0	1
reimportunate	v	1611	1	1	0	1
sprucify	v	1611	1	1	0	1
unˈcellar	v	1611	1	1	0	1
unˈduke	v	1611	1	1	0	1
unˈglobe	v	1611	1	1	0	1
un-nun	v	1611	1	1	0	1
unˈtripe	v	1611	1	1	0	1
unˈvenom	v	1611	1	1	0	1
bepepper	v	1612	1	1	0	1
bepinch	v	1612	1	1	0	1
citronize	v	1612	1	1	0	1
re-Romanize	v	1612	1	1	0	1
foreˈcall	v	1613	1	1	0	1
reordinate	v	1613	1	1	0	1
actionize	v	1614	1	2	1	1
dissheathe	v	1614	1	1	0	1
jovialize	v	1614	1	2	1	1
redart	v	1614	1	1	0	1
abligate	v	1615	1	2	1	1
mortarize1	v	1615	1	1	0	1
pulverate	v	1615	1	1	0	1
re-impark	v	1615	1	2	1	1
Frenchize	v	1616	1	1	0	1
iron-mark	v	1616	1	2	1	1
rebarter	v	1616	1	2	1	1
repush	v	1616	1	1	0	1
reswarm	v	1616	1	1	0	1
rewend	v	1616	1	1	0	1
disalarm	v	1617	1	1	0	1
outweave	v	1617	1	1	0	1
re-ruminate	v	1617	1	1	0	1
reinverse	v	1618	1	1	0	1
broggle	v	1620	1	1	0	1
disˈflesh	v	1620	1	1	0	1
labefy	v	1620	1	1	0	1
out-juggle	v	1620	1	1	0	1
reaspire	v	1621	1	1	0	1
unclap	v	1621	1	2	1	1
dispope	v	1622	1	1	0	1
interˈmine	v	1622	1	1	0	1
reintimate	v	1622	1	1	0	1
superinduct	v	1622	1	1	0	1
citharize	v	1623	1	1	0	1
egerminate	v	1623	1	1	0	1
epilogize	v	1623	1	1	0	1
exululate	v	1623	1	1	0	1
flagitate	v	1623	1	1	0	1
hiemate	v	1623	1	1	0	1
hospitate	v	1623	1	3	2	1
inˈfucate	v	1623	1	1	0	1
interplicate	v	1623	1	1	0	1
misnurture	v	1623	1	1	0	1
morigerate	v	1623	1	1	0	1
oscitate	v	1623	1	1	0	1
pastinate	v	1623	1	1	0	1
propinquate	v	1623	1	1	0	1
pumicate	v	1623	1	1	0	1
repastinate	v	1623	1	1	0	1
sejugate	v	1623	1	1	0	1
subagitate	v	1623	1	1	0	1
sugillatesuggillate	v	1623	1	2	1	1
tripudiate	v	1623	1	2	0	2
ˌunderˈhive	v	1623	1	1	0	1
dispersonate	v	1624	1	2	1	1
re-ensnare	v	1624	1	1	0	1
husbandize	v	1625	1	1	0	1
exossate	v	1626	1	1	0	1
pre-corrupt	v	1626	1	1	0	1
re-endear	v	1626	1	1	0	1
weather-coil	v	1626	1	1	0	1
hankle	v	1627	1	1	0	1
cangle	v	1628	1	1	0	1
giddify	v	1628	1	1	0	1
grouze	v	1628	1	1	0	1
suppositate	v	1628	1	1	0	1
bespankle	v	1629	1	1	0	1
aucupate	v	1630	1	1	0	1
gigantize	v	1630	1	1	0	1
bedeafen	v	1631	1	1	0	1
disbrain	v	1631	1	1	0	1
repollute	v	1631	1	1	0	1
disˈmark	v	1632	1	1	0	1
outsmile	v	1632	1	2	1	1
re-encloister	v	1632	1	1	0	1
refavourrefavor	v	1632	1	1	0	1
reoblige	v	1632	1	1	0	1
resmile	v	1632	1	1	0	1
resustain	v	1632	1	1	0	1
retransfigure	v	1632	1	1	0	1
unˈdevil	v	1632	1	2	0	2
subunderstand	v	1633	1	1	0	1
battologize	v	1634	1	2	0	2
reavouch	v	1634	1	1	0	1
disˈgulfdisˈgulph	v	1635	1	1	0	1
re-betake	v	1635	1	1	0	1
misconclude	v	1636	1	2	1	1
bluther	v	1637	1	4	0	4
unmaid	v	1637	1	1	0	1
comerit	v	1638	1	1	0	1
piratize	v	1638	1	1	0	1
prelimitate	v	1639	1	1	0	1
de-afforest	v	1640	1	1	0	1
inˈvirtuate	v	1641	1	1	0	1
redispute	v	1641	1	1	0	1
ingravidate	v	1642	1	2	0	2
retrust	v	1642	1	2	1	1
unˈcardinal	v	1642	1	1	0	1
tig-tag	v	1643	1	2	0	2
superinstitute	v	1644	1	1	0	1
devilify	v	1645	1	1	0	1
extrinsicate	v	1645	1	1	0	1
out-joy	v	1646	1	1	0	1
reinquire	v	1646	1	1	0	1
reseminate	v	1646	1	1	0	1
transfeminate	v	1646	1	1	0	1
outkill	v	1647	1	2	1	1
recarnify	v	1647	1	1	0	1
re-embroil	v	1647	1	1	0	1
thwartle	v	1647	1	1	0	1
truthify	v	1647	1	2	1	1
encolour	v	1648	1	1	0	1
priapize	v	1648	1	1	0	1
jubilize	v	1649	1	1	0	1
nonsensify	v	1649	1	1	0	1
out-babble	v	1649	1	1	0	1
preconsign	v	1649	1	2	1	1
co-aˈttest	v	1650	1	1	0	1
misaward	v	1650	1	1	0	1
diseˈnact	v	1651	1	1	0	1
heavenize	v	1651	1	1	0	1
creaturize	v	1652	1	1	0	1
histrionize	v	1652	1	2	1	1
homoˈgeneate	v	1652	1	1	0	1
re-accost	v	1652	1	1	0	1
reforfeit	v	1652	1	1	0	1
reconvalesce	v	1653	1	1	0	1
redispone	v	1653	1	1	0	1
resuppress	v	1654	1	1	0	1
retumble	v	1654	1	1	0	1
subindicate	v	1654	1	1	0	1
unparadox	v	1654	1	1	0	1
plausibilize	v	1655	1	1	0	1
re-epitomize	v	1655	1	1	0	1
allaborate	v	1656	1	1	0	1
egurgitate	v	1656	1	1	0	1
eˈlaqueate	v	1656	1	1	0	1
flurn	v	1656	1	1	0	1
perendinate	v	1656	1	2	1	1
tabefy	v	1656	1	2	0	2
tepefy	v	1656	1	2	0	2
tibicinate	v	1656	1	1	0	1
bedub	v	1657	1	2	1	1
predeliberate	v	1657	1	2	1	1
supernumerate	v	1657	1	2	1	1
disauthenticate	v	1658	1	1	0	1
overpreach	v	1659	1	3	2	1
becripple	v	1660	1	1	0	1
beˈwrite	v	1660	1	2	1	1
discloister	v	1660	1	1	0	1
flusker	v	1660	1	2	0	2
opacate	v	1660	1	1	0	1
reimpel	v	1660	1	1	0	1
ˈeassin	v	1661	1	2	0	2
re-exhale	v	1661	1	1	0	1
refrustrate	v	1661	1	1	0	1
voˈluptuate	v	1661	1	2	0	2
quaddle	v	1662	1	1	0	1
regrave	v	1662	1	1	0	1
widdle-waddle	v	1662	1	1	0	1
resurprise	v	1663	1	1	0	1
reimmerge	v	1664	1	1	0	1
retincture	v	1664	1	1	0	1
vindemiate	v	1664	1	1	0	1
disinˈcarcerate	v	1665	1	1	0	1
grandify	v	1665	1	1	0	1
upˈsend	v	1667	1	1	0	1
vitiˈlitigate	v	1670	1	1	0	1
disassist	v	1671	1	1	0	1
rejumble	v	1671	1	2	1	1
remitigate	v	1671	1	1	0	1
swattle	v	1671	1	2	0	2
rebuffet	v	1672	1	1	0	1
ˈbensel	v	1673	1	1	0	1
flizz	v	1673	1	1	0	1
jiffle	v	1674	1	1	0	1
ˈshimper	v	1674	1	1	0	1
vell	v	1674	1	1	0	1
superinspect	v	1675	1	1	0	1
transeˈssentiate	v	1675	1	1	0	1
remoot	v	1676	1	1	0	1
roodge	v	1676	1	1	0	1
ubiquit	v	1676	1	1	0	1
circumˈclude	v	1677	1	1	0	1
enˈlodge	v	1678	1	1	0	1
nuptialize	v	1678	1	1	0	1
tropologize	v	1678	1	1	0	1
unknock	v	1680	1	1	0	1
yappet	v	1681	1	1	0	1
superimpregnate	v	1682	1	1	0	1
ˈTargumize	v	1684	1	1	0	1
barbecuteadj	v	1687	1	1	0	1
lockspit	v	1687	1	1	0	1
adsignify	v	1688	1	1	0	1
faddle	v	1688	1	2	0	2
decuplate	v	1690	1	1	0	1
postillize	v	1691	1	1	0	1
conjobble	v	1692	1	1	0	1
pre-anticipate	v	1694	1	1	0	1
scintillize	v	1694	1	1	0	1
aggroup	v	1695	1	1	0	1
sessle	v	1695	1	1	0	1
misaccept	v	1697	1	1	0	1
quinquesect	v	1697	1	1	0	1
transdialect	v	1698	1	1	0	1
hand-bolt	v	1702	1	1	0	1
misexecute	v	1702	1	1	0	1
cold-clear	v	1703	1	1	0	1
scraze	v	1703	1	1	0	1
underˈtruss	v	1703	1	1	0	1
ˈcounter-ˌgauge	v	1704	1	1	0	1
incanton	v	1705	1	1	0	1
unpaganize	v	1706	1	1	0	1
resparkle	v	1708	1	1	0	1
reesle	v	1710	1	5	0	5
ˈspartle2	v	1710	1	1	0	1
poorify	v	1711	1	1	0	1
remock	v	1712	1	1	0	1
waltt	v	1712	1	1	0	1
ˈepitheˌtize	v	1716	1	1	0	1
hieroˈglyphicize	v	1716	1	1	0	1
medallizemedalize	v	1716	1	3	1	2
rethunder	v	1716	1	2	0	2
effectivate	v	1717	1	1	0	1
overfleece	v	1717	1	1	0	1
a-be	v	1718	1	2	1	1
reslash	v	1718	1	1	0	1
yamph	v	1718	1	1	0	1
snurl	v	1719	1	2	0	2
sowff	v	1719	1	1	0	1
statuize	v	1719	1	1	0	1
exundate	v	1721	1	1	0	1
ˈflaughter1	v	1721	1	1	0	1
laniate	v	1721	1	1	0	1
pre-say	v	1722	1	1	0	1
unˈhool	v	1722	1	1	0	1
ˈblaflum	v	1724	1	1	0	1
freathe	v	1725	1	2	0	2
slouse	v	1726	1	1	0	1
disˈwarren	v	1727	1	1	0	1
fullock	v	1727	1	1	0	1
transforate	v	1727	1	1	0	1
vaˈcuefy	v	1727	1	1	0	1
ˈgorble1	v	1728	1	1	0	1
niff-naff	v	1728	1	1	0	1
unˈcallow	v	1729	1	1	0	1
abjugate	v	1730	1	1	0	1
besputter	v	1730	1	1	0	1
aberuncate	v	1731	1	1	0	1
ˈarietate	v	1731	1	1	0	1
balbutiate	v	1731	1	1	0	1
eluxate	v	1731	1	1	0	1
ˈsoapen	v	1732	1	1	0	1
balmify	v	1733	1	1	0	1
beprose	v	1733	1	2	0	2
stoach	v	1733	1	1	0	1
unquibble	v	1735	1	1	0	1
enubilate	v	1736	1	1	0	1
grittle	v	1736	1	1	0	1
colsh	v	1737	1	1	0	1
ygaze	v	1737	1	1	0	1
emmarvel	v	1740	1	1	0	1
disˈlawyer	v	1742	1	1	0	1
unˈwomanize	v	1744	1	1	0	1
tranˈscribble	v	1746	1	1	0	1
gnatter	v	1747	1	3	0	3
unˈgibbet	v	1747	1	1	0	1
ˈbalsamize	v	1748	1	1	0	1
unˈscure	v	1749	1	1	0	1
glutinize	v	1750	1	1	0	1
repartake	v	1751	1	2	1	1
centesimate	v	1753	1	1	0	1
ˌunderˈbury	v	1753	1	1	0	1
centaurize	v	1755	1	1	0	1
gnidge	v	1755	1	1	0	1
unˈsolomonize	v	1755	1	1	0	1
crimble	v	1757	1	1	0	1
rebrew	v	1761	1	1	0	1
consubˈsist	v	1763	1	1	0	1
skinkle	v	1765	1	1	0	1
emblossomimblossom	v	1766	1	1	0	1
water ret	v	1766	1	1	0	1
bibulate	v	1767	1	1	0	1
glamp1	v	1768	1	1	0	1
virtuefy	v	1768	1	1	0	1
warple	v	1768	1	3	0	3
ybord	v	1768	1	1	0	1
beneˈfactorate	v	1769	1	1	0	1
under-ˈfreight	v	1769	1	1	0	1
coˈmmenstruate	v	1770	1	1	0	1
rammack	v	1770	1	2	0	2
dentisedentize	v	1773	1	1	0	1
processionize	v	1774	1	1	0	1
inswamp	v	1775	1	1	0	1
recoast	v	1775	1	1	0	1
studify	v	1775	1	1	0	1
sub-ploughsub-plow	v	1775	1	1	0	1
blackguardize	v	1777	1	1	0	1
panegyricize	v	1777	1	1	0	1
ˈscurrifunge	v	1777	1	3	0	3
tuffle	v	1777	1	2	0	2
spheterize	v	1779	1	1	0	1
daintify	v	1780	1	1	0	1
emblematicize	v	1780	1	1	0	1
cheerfulize	v	1781	1	1	0	1
spanghew	v	1781	1	1	0	1
apophthegmatizeapothegmatize	v	1785	1	1	0	1
unˈsneck	v	1785	1	1	0	1
vowne	v	1785	1	1	0	1
flether	v	1786	1	1	0	1
ˈjundy	v	1786	1	1	0	1
flaughter2	v	1787	1	2	0	2
screenge	v	1787	1	3	0	3
slaum	v	1787	1	1	0	1
overdeal	v	1789	1	1	0	1
ˈcausticate	v	1790	1	1	0	1
quietize	v	1791	1	1	0	1
reslay	v	1791	1	1	0	1
contraˈveer	v	1792	1	1	0	1
locomove	v	1792	1	1	0	1
toˈpographize	v	1792	1	2	0	2
describble	v	1794	1	1	0	1
effranchise	v	1795	1	1	0	1
brosierbrozier	v	1796	1	2	0	2
daffle	v	1796	1	1	0	1
disˈorchard	v	1796	1	1	0	1
heˈxametrize	v	1797	1	1	0	1
pulchrify	v	1797	1	1	0	1
ˈvagrantize	v	1797	1	2	1	1
refledge	v	1798	1	1	0	1
revivicate	v	1798	1	1	0	1
unˈempt	v	1798	1	1	0	1
baconize	v	1799	1	1	0	1
bemouth	v	1799	1	1	0	1
recognizate	v	1799	1	1	0	1
rewhirl	v	1799	1	1	0	1
callosify	v	1800	1	1	0	1
corradiate	v	1800	1	1	0	1
disˈglut	v	1800	1	1	0	1
rizzar	v	1801	1	2	0	2
latibulize	v	1802	1	1	0	1
tourify	v	1802	1	1	0	1
didle	v	1803	1	2	0	2
disˈbarbarize	v	1803	1	1	0	1
disˈpopularize	v	1803	1	1	0	1
inˈcrotchet	v	1803	1	1	0	1
re-revolutionize	v	1803	1	1	0	1
be-splash	v	1804	1	1	0	1
disacidify	v	1804	1	1	0	1
Franklinize	v	1804	1	1	0	1
camshachle	v	1805	1	1	0	1
assuade	v	1806	1	1	0	1
deˈlassitude	v	1807	1	1	0	1
infulminate	v	1807	1	1	0	1
my-dear	v	1807	1	1	0	1
transˈboard	v	1807	1	1	0	1
cannel	v	1808	1	1	0	1
exˈcambie	v	1808	1	1	0	1
meisle	v	1808	1	2	0	2
pin-fallow	v	1808	1	1	0	1
ˈwamfle	v	1808	1	1	0	1
wheech	v	1808	1	2	0	2
wramp	v	1808	1	1	0	1
yabble	v	1808	1	1	0	1
breadthen	v	1809	1	1	0	1
intertrude	v	1809	1	1	0	1
anthropomorphitize	v	1810	1	1	0	1
defamate	v	1810	1	1	0	1
crozle	v	1811	1	1	0	1
ˈbuckramize	v	1812	1	1	0	1
overenter	v	1812	1	1	0	1
too-too	v	1812	1	1	0	1
unˈbrutify	v	1812	1	1	0	1
heroinize	v	1814	1	1	0	1
interˈlapidate	v	1814	1	1	0	1
vertiginate	v	1814	1	1	0	1
ˈessayfy	v	1815	1	1	0	1
predevote	v	1815	1	1	0	1
vocabularize	v	1815	1	1	0	1
ˈdwarfify	v	1816	1	1	0	1
ferocize	v	1816	1	1	0	1
ˈcontra-ˌvote	v	1817	1	1	0	1
predistinguish	v	1817	1	1	0	1
rechasten	v	1817	1	1	0	1
disfulˈfil	v	1818	1	1	0	1
flatter-blind	v	1818	1	1	0	1
misnote2	v	1818	1	1	0	1
notchel	v	1818	1	1	0	1
reverendize	v	1818	1	1	0	1
barkle	v	1819	1	1	0	1
gignate	v	1819	1	1	0	1
ginnle	v	1819	1	1	0	1
overtorture	v	1819	1	1	0	1
stumble-block	v	1819	1	1	0	1
transˈparish	v	1819	1	1	0	1
unˈthimble	v	1819	1	1	0	1
demonachize	v	1820	1	1	0	1
mill-doll	v	1820	1	1	0	1
gumfiate	v	1821	1	1	0	1
overwander	v	1821	1	1	0	1
profundify	v	1821	1	1	0	1
relimb	v	1821	1	1	0	1
subtlize	v	1821	1	2	1	1
unpedestal	v	1821	1	1	0	1
autographize	v	1822	1	1	0	1
circumlocutionize	v	1822	1	1	0	1
congerminate	v	1822	1	1	0	1
gaˈvaul	v	1822	1	1	0	1
oraculate	v	1822	1	1	0	1
rusticize	v	1822	1	3	2	1
ˈSkeltonize	v	1822	1	1	0	1
torporize	v	1822	1	1	0	1
viˈcambulate	v	1822	1	1	0	1
ˈconjugalize	v	1823	1	1	0	1
ecˈstasiate	v	1823	1	1	0	1
episcopalize	v	1823	1	1	0	1
rebubble	v	1823	1	1	0	1
senilize	v	1823	1	1	0	1
bibliographize	v	1824	1	1	0	1
ˈboozify	v	1824	1	1	0	1
duntle	v	1824	1	2	0	2
inˈwarp	v	1824	1	1	0	1
quizzify	v	1824	1	2	1	1
tuptow	v	1824	1	1	0	1
undercumˈstand	v	1824	1	1	0	1
unˈfankle	v	1824	1	1	0	1
purlicue	v	1825	1	1	0	1
rumfle	v	1825	1	1	0	1
ˈsnitter2	v	1825	1	1	0	1
ˈsquirry	v	1825	1	1	0	1
suavify	v	1825	1	1	0	1
wheetle	v	1825	1	1	0	1
conversationize	v	1826	1	1	0	1
ˈcross-ˈhackle	v	1826	1	1	0	1
disˈvenerate	v	1826	1	1	0	1
paragraphize	v	1826	1	2	1	1
re-ejaculate	v	1826	1	1	0	1
tutorify	v	1826	1	1	0	1
unˈgauntlet	v	1826	1	1	0	1
commerge	v	1827	1	1	0	1
disˈprobabilize	v	1827	1	1	0	1
misdecide	v	1827	1	1	0	1
reciprocalize	v	1827	1	1	0	1
rozzle	v	1827	1	1	0	1
stolidify	v	1827	1	1	0	1
unˈhover	v	1827	1	1	0	1
betrumpet	v	1828	1	1	0	1
disappreciate	v	1828	1	1	0	1
fecundize	v	1828	1	1	0	1
miswed	v	1828	1	1	0	1
pamphletize	v	1828	1	2	1	1
virtuize	v	1828	1	2	0	2
autumnize	v	1829	1	1	0	1
honeyfuggle	v	1829	1	2	0	2
mis-stay	v	1829	1	1	0	1
slodge	v	1829	1	1	0	1
sprottle	v	1829	1	1	0	1
ˈtailorize	v	1829	1	2	0	2
unˈthong	v	1829	1	1	0	1
acupunctuate	v	1830	1	1	0	1
inverminate	v	1830	1	1	0	1
logomachize	v	1830	1	1	0	1
outwick	v	1830	1	1	0	1
diseˈquip	v	1831	1	1	0	1
ˈexcudate	v	1831	1	1	0	1
fiercen	v	1831	1	1	0	1
miswish	v	1831	1	1	0	1
ˈsomnolize	v	1831	1	1	0	1
ˈsoupify	v	1831	1	1	0	1
subenfeoff	v	1831	1	1	0	1
traditionize	v	1831	1	2	1	1
voˈluptuize	v	1831	1	1	0	1
be-smutch	v	1832	1	1	0	1
catharize	v	1832	1	2	0	2
ex-ˈaspirate	v	1832	1	1	0	1
gammock	v	1832	1	1	0	1
hip hip hooray	v	1832	1	1	0	1
tremefy	v	1832	1	1	0	1
unsecˈtarianize	v	1832	1	1	0	1
ˈbodkinize	v	1833	1	1	0	1
ˈconferencize	v	1833	1	1	0	1
differentialize	v	1833	1	1	0	1
Calviˈnisticate	v	1834	1	1	0	1
commissionize	v	1834	1	1	0	1
ˈDianize	v	1834	1	1	0	1
fussify	v	1834	1	1	0	1
hotelify	v	1834	1	1	0	1
reyouth	v	1834	1	1	0	1
aerobate	v	1835	1	1	0	1
Apollonize	v	1835	1	1	0	1
disenˈshroud	v	1835	1	1	0	1
educationize	v	1835	1	1	0	1
ˈgorble2	v	1835	1	1	0	1
resphere	v	1835	1	1	0	1
ecˈcentrize	v	1836	1	1	0	1
literatize	v	1836	1	2	1	1
Phrygianize	v	1836	1	1	0	1
reverize	v	1836	1	1	0	1
ˈsiffilate	v	1836	1	1	0	1
yaw-haw	v	1836	1	1	0	1
anthemize	v	1837	1	1	0	1
convivialize	v	1837	1	1	0	1
eˈlabe	v	1837	1	1	0	1
