word	pos	year	freq	total_nmeanings	ncrosses	nmeanings
seed-cod	n	1235	1	1	0	1
ˈunderˌsettle	n	1235	2	1	0	1
ward-fee	n	1241	2	2	1	1
waulk mill	n	1241	2	1	0	1
malt-maker	n	1246	2	1	0	1
blacksmith	n	1248	5	1	0	1
woader	n	1248	2	1	0	1
sideling	n	1250	2	3	2	1
bookbinder	n	1251	4	1	0	1
kevel2	n	1251	2	2	1	1
plough-almsplow-alms	n	1251	2	1	0	1
gold-beater	n	1252	2	2	1	1
lovecop	n	1252	1	1	0	1
pikeman1	n	1259	3	3	2	1
whitesmith1	n	1260	2	1	0	1
ˈwimpler1	n	1260	1	1	0	1
ˈspiking1	n	1261	2	1	0	1
woodmonger	n	1261	2	1	0	1
Ostman	n	1264	3	1	0	1
wire-drawer	n	1265	2	4	3	1
portmoot	n	1266	2	2	1	1
treattreet2	n	1266	3	2	1	1
selfode	n	1271	1	1	0	1
marl-pit	n	1272	2	1	0	1
open-tide	n	1272	2	2	1	1
reap-reeve	n	1272	1	1	0	1
chopin	n	1275	2	1	0	1
hellier	n	1275	2	1	0	1
marler1	n	1275	2	1	0	1
claw-sickclausick	n	1277	1	1	0	1
dene2	n	1278	2	2	1	1
paternosterer	n	1278	2	2	1	1
hogherd	n	1279	2	1	0	1
leat	n	1279	3	1	0	1
maltster	n	1279	3	1	0	1
gilder	n	1281	3	1	0	1
oxherd	n	1281	2	1	0	1
pinner1	n	1281	2	1	0	1
wheelwright	n	1281	4	2	1	1
plumer1	n	1282	2	2	1	1
browster	n	1283	2	1	0	1
out-toll	n	1283	2	1	0	1
pilcorn	n	1283	2	1	0	1
pan2	n	1284	3	1	0	1
theft-boottheft-bote	n	1284	2	1	0	1
raising-piece1	n	1286	2	1	0	1
pudding-wife	n	1287	2	2	1	1
ale conner	n	1288	2	1	0	1
sorren	n	1289	2	1	0	1
withernam	n	1292	2	1	0	1
powdyke	n	1293	1	1	0	1
stack-garth	n	1293	2	1	0	1
watergang	n	1293	2	3	2	1
maltman	n	1294	2	2	1	1
spoocher	n	1294	1	1	0	1
parrel	n	1295	2	1	0	1
stooth	n	1295	2	3	2	1
treenailtrenail	n	1295	3	1	0	1
wanty	n	1295	2	2	1	1
windling	n	1295	2	2	1	1
lime-kiln	n	1296	4	1	0	1
pasty	n	1296	4	1	0	1
ploughswain	n	1296	1	1	0	1
rive1	n	1296	2	1	0	1
Ash-ˈWednesday	n	1297	4	1	0	1
awaking	n	1297	2	1	0	1
bapˈtizing	n	1297	4	1	0	1
birth-time	n	1297	3	1	0	1
bosk	n	1297	2	2	1	1
CaliburnCaliburno	n	1297	2	1	0	1
caudle	n	1297	3	1	0	1
chirurgeon	n	1297	3	1	0	1
concubine	n	1297	4	2	1	1
cowlcoul2	n	1297	3	1	0	1
dinner	n	1297	6	1	0	1
feebless	n	1297	1	1	0	1
Fitz	n	1297	3	1	0	1
franklin1	n	1297	3	3	2	1
hauberk	n	1297	3	1	0	1
joustjust	n	1297	4	2	1	1
lamprey	n	1297	4	1	0	1
letherwite	n	1297	1	1	0	1
outwood	n	1297	2	1	0	1
scabbard1	n	1297	4	2	1	1
shoving1	n	1297	3	1	0	1
skulking	n	1297	3	1	0	1
successor	n	1297	6	1	0	1
vintry	n	1297	2	1	0	1
auncel	n	1298	2	1	0	1
kirk-garth	n	1298	2	1	0	1
peiser	n	1298	2	3	2	1
puttock2	n	1298	2	1	0	1
rove1	n	1298	3	1	0	1
panter1	n	1299	2	2	1	1
reap-silver	n	1299	2	1	0	1
shut2	n	1300	3	1	0	1
siket	n	1300	2	1	0	1
verdigris	n	1300	3	1	0	1
hogman1	n	1301	2	1	0	1
pieman	n	1301	3	1	0	1
quey	n	1301	2	1	0	1
tassellertasseeler	n	1301	1	2	1	1
board-nail	n	1303	2	1	0	1
consenter	n	1303	2	1	0	1
curser	n	1303	3	1	0	1
deeming	n	1303	2	2	1	1
enticement	n	1303	4	2	1	1
falchion	n	1303	3	2	1	1
giblet	n	1303	3	2	1	1
goliard	n	1303	3	1	0	1
grievousness	n	1303	2	1	0	1
jangler	n	1303	2	1	0	1
pavilioner	n	1303	2	1	0	1
portress1	n	1303	3	2	1	1
seeking	n	1303	4	1	0	1
ˈtempting	n	1303	4	1	0	1
ˈtourneyer	n	1303	2	1	0	1
trembling	n	1303	4	1	0	1
welcoming	n	1303	3	1	0	1
withˈstanding	n	1303	3	1	0	1
plover	n	1304	4	2	1	1
mash-fat	n	1305	1	1	0	1
trip2	n	1305	5	2	1	1
gambeson	n	1306	2	1	0	1
bigger1	n	1307	3	1	0	1
conqueror	n	1307	5	2	1	1
hackney man	n	1307	2	1	0	1
otter hunter	n	1307	2	1	0	1
speel-bone	n	1307	1	1	0	1
pepperer1	n	1309	2	1	0	1
ˈwood-yard	n	1309	3	1	0	1
fellmonger	n	1310	2	1	0	1
outshooting	n	1310	2	2	1	1
haberdasher	n	1311	4	1	0	1
stationer1	n	1311	4	2	1	1
tunctunk	n	1311	4	1	0	1
rae	n	1312	4	1	0	1
Rope Monday	n	1312	1	1	0	1
bullimong	n	1313	2	2	1	1
camphor	n	1313	4	2	1	1
diachylondiachylumdiaculum	n	1313	2	1	0	1
havener	n	1313	2	1	0	1
Beltane-cow	n	1314	1	1	0	1
pike3	n	1314	4	1	0	1
spike-nail	n	1314	2	1	0	1
sow2	n	1316	3	1	0	1
tacket	n	1316	2	1	0	1
parish priest	n	1318	4	1	0	1
pelter1	n	1318	2	1	0	1
rind2	n	1318	3	1	0	1
shot-net	n	1320	2	1	0	1
roof-tree	n	1321	3	2	1	1
calamint	n	1322	2	1	0	1
ˈfloat-boat	n	1322	2	2	1	1
hache	n	1322	3	2	1	1
keeler1	n	1322	2	1	0	1
litharge	n	1322	3	2	1	1
quiver1	n	1322	4	2	1	1
sapin	n	1323	3	1	0	1
ged1	n	1324	3	1	0	1
high gate1	n	1324	3	1	0	1
lampern	n	1324	2	1	0	1
swale1	n	1325	3	1	0	1
manfare	n	1326	1	2	1	1
Borough-English	n	1327	2	1	0	1
church house	n	1327	3	1	0	1
crowner1	n	1327	2	1	0	1
falgate	n	1327	2	1	0	1
hogger1	n	1327	2	2	1	1
pack-needle	n	1327	2	1	0	1
rattoner	n	1327	1	1	0	1
rood land	n	1327	2	1	0	1
acton	n	1328	3	1	0	1
ˈlime-burner	n	1329	3	1	0	1
pullen	n	1329	2	2	1	1
sanders1	n	1329	3	2	1	1
thill2	n	1329	2	1	0	1
twilltweel1	n	1329	4	1	0	1
ˈarbalesterˈarbalisterˈarblaster	n	1330	2	1	0	1
avow1	n	1330	3	2	1	1
tranter	n	1330	3	1	0	1
ˈidleman	n	1331	2	1	0	1
kirkland	n	1331	2	1	0	1
pellock1	n	1331	2	2	1	1
Roberdsmen	n	1331	2	1	0	1
coalhouse	n	1332	2	1	0	1
fire beater1	n	1332	2	1	0	1
rent-gatherer	n	1332	2	1	0	1
comfit	n	1334	3	1	0	1
ˈkimnel	n	1335	1	1	0	1
schoolmistress1	n	1335	4	1	0	1
coal meter	n	1336	2	1	0	1
roband	n	1336	2	1	0	1
sounding-line	n	1336	3	1	0	1
ˈyard-rope	n	1336	2	1	0	1
cade1	n	1337	2	2	1	1
coalfish	n	1337	3	1	0	1
froisefraise	n	1338	2	1	0	1
hawser	n	1338	4	1	0	1
picard2	n	1338	2	1	0	1
ˈshakefork	n	1338	2	1	0	1
sile1	n	1338	2	1	0	1
ˈspying	n	1338	3	1	0	1
tile-pin	n	1338	2	1	0	1
frost-nail	n	1339	2	1	0	1
agenbite	n	1340	2	1	0	1
assailing	n	1340	3	1	0	1
bethinking	n	1340	2	1	0	1
brother-german	n	1340	2	2	1	1
cloisterer	n	1340	2	1	0	1
compassion	n	1340	5	3	2	1
corvée	n	1340	3	1	0	1
crete1	n	1340	3	2	1	1
ˈdazedness	n	1340	2	1	0	1
divine2	n	1340	4	2	1	1
feebleness	n	1340	4	1	0	1
flair1	n	1340	4	2	1	1
fleying	n	1340	2	1	0	1
ˈflinder	n	1340	2	1	0	1
fulfilling	n	1340	4	1	0	1
galanga	n	1340	3	1	0	1
garment	n	1340	5	1	0	1
granting	n	1340	5	1	0	1
grinding	n	1340	4	1	0	1
grisliness	n	1340	2	1	0	1
guessing	n	1340	4	1	0	1
harn-pan	n	1340	2	1	0	1
hearkenerharkener	n	1340	2	1	0	1
hideousness	n	1340	3	2	1	1
impairment	n	1340	5	1	0	1
inditing	n	1340	2	1	0	1
ingratitude	n	1340	4	2	1	1
kae1	n	1340	3	1	0	1
kyle1	n	1340	2	1	0	1
laking1	n	1340	2	1	0	1
laund	n	1340	2	1	0	1
leaser1	n	1340	3	1	0	1
liege poustie	n	1340	2	1	0	1
ˈlouting	n	1340	2	1	0	1
market-making	n	1340	3	2	1	1
onehead	n	1340	2	4	3	1
oneing	n	1340	2	1	0	1
outcasting1	n	1340	2	3	2	1
overcoming	n	1340	4	1	0	1
overdoing	n	1340	3	1	0	1
overling	n	1340	2	1	0	1
overweener	n	1340	1	1	0	1
peregrinage	n	1340	2	1	0	1
plainer	n	1340	2	2	1	1
poring	n	1340	3	1	0	1
prudence	n	1340	5	4	3	1
purveying	n	1340	2	3	2	1
quitting	n	1340	3	1	0	1
rishew	n	1340	1	1	0	1
ˈsea-fowl	n	1340	3	1	0	1
sneg	n	1340	2	1	0	1
subprior	n	1340	3	1	0	1
swinker	n	1340	2	1	0	1
taverner	n	1340	3	2	1	1
town clerk	n	1340	4	2	1	1
ˈtregetour	n	1340	2	1	0	1
unˈworth	n	1340	2	2	1	1
was	n	1340	5	1	0	1
gyle-fat	n	1341	2	1	0	1
pail1	n	1341	5	2	1	1
dey-house	n	1342	2	1	0	1
oxgang	n	1343	2	2	1	1
pressing iron	n	1343	2	1	0	1
rent service	n	1343	2	1	0	1
winter fish	n	1343	2	1	0	1
ˈkenning1	n	1344	3	1	0	1
prisoning	n	1344	2	1	0	1
scat3	n	1344	4	1	0	1
trowel	n	1344	4	1	0	1
husbandland	n	1345	2	1	0	1
pisane	n	1345	2	1	0	1
osset	n	1346	2	1	0	1
washer2	n	1346	4	1	0	1
footfell	n	1347	1	1	0	1
off-corn	n	1347	2	1	0	1
spurn-water	n	1347	1	1	0	1
pewterer	n	1348	3	1	0	1
plough shoeplow shoe	n	1348	2	1	0	1
pickfork	n	1349	1	1	0	1
warehouse	n	1349	5	1	0	1
door-nail	n	1350	3	1	0	1
patten-maker	n	1350	2	1	0	1
paxbred	n	1350	2	1	0	1
pilferer	n	1350	3	1	0	1
pinmaker	n	1350	2	1	0	1
sap lath	n	1350	2	1	0	1
ˈtalwood	n	1350	2	1	0	1
roadstead	n	1351	4	1	0	1
ˈbroad-axe	n	1352	3	1	0	1
ˈgalley-man	n	1352	2	2	1	1
langsettle	n	1352	2	1	0	1
swill1	n	1352	3	2	1	1
paltock	n	1353	2	1	0	1
start rope	n	1353	2	2	1	1
clocher1	n	1354	3	1	0	1
scrapple1	n	1354	2	1	0	1
ˌTemple-ˈbar	n	1354	2	1	0	1
weight2	n	1354	4	1	0	1
woad ash	n	1354	1	1	0	1
hatmaker	n	1355	3	1	0	1
waulkster	n	1355	1	1	0	1
fire-fork	n	1356	2	1	0	1
pickstaff	n	1356	1	2	1	1
pinsons	n	1356	2	1	0	1
spade-iron	n	1356	1	1	0	1
wood-house	n	1356	3	1	0	1
forelook	n	1357	2	1	0	1
judging	n	1357	4	1	0	1
lealeylay2	n	1357	4	1	0	1
rosining	n	1357	2	1	0	1
slyness	n	1357	3	1	0	1
voussoir	n	1359	4	1	0	1
water gap	n	1359	3	2	1	1
kevel3	n	1360	2	1	0	1
lute1	n	1361	4	1	0	1
planishing	n	1361	2	1	0	1
bawd1	n	1362	4	1	0	1
burgage	n	1362	3	2	1	1
calabercalabar	n	1362	2	2	1	1
cart-way	n	1362	2	1	0	1
clothier	n	1362	4	1	0	1
cutpursecut-purse	n	1362	3	1	0	1
fabler	n	1362	2	1	0	1
failer	n	1362	1	1	0	1
ˈflitchen	n	1362	1	1	0	1
harvest time	n	1362	4	1	0	1
japer	n	1362	2	2	1	1
latching	n	1362	3	2	1	1
lewdness	n	1362	4	3	2	1
lifting	n	1362	5	1	0	1
loitering	n	1362	4	1	0	1
plough ironplow iron	n	1362	2	1	0	1
pouch-maker	n	1362	2	1	0	1
sleeping	n	1362	5	1	0	1
tharf-cake	n	1362	1	1	0	1
ˈtravailing	n	1362	2	1	0	1
ˈwaferer	n	1362	2	1	0	1
wagging	n	1362	3	1	0	1
ˈwicket-gate	n	1362	3	1	0	1
ochreingochering	n	1364	1	1	0	1
overleather	n	1364	2	1	0	1
planching	n	1365	2	2	1	1
retailing	n	1365	4	1	0	1
ˈstock-lock	n	1365	2	1	0	1
gilling1	n	1366	2	1	0	1
quoiting	n	1366	2	2	1	1
boatwright	n	1367	2	1	0	1
rose nail	n	1367	2	1	0	1
woodwaxen	n	1367	2	1	0	1
saughsauch	n	1368	3	1	0	1
watergate1	n	1368	2	2	1	1
coal mine	n	1369	5	1	0	1
dyer	n	1369	4	1	0	1
ˈhorse-fair	n	1369	3	1	0	1
parpal	n	1369	1	2	1	1
beastliness	n	1370	3	1	0	1
pallet2	n	1370	4	2	1	1
bun2	n	1371	5	1	0	1
ˈdinner-time	n	1371	4	1	0	1
ˈwine-ˌcellar	n	1371	4	1	0	1
yearning2	n	1371	4	1	0	1
scuncheon	n	1372	2	1	0	1
ˈwool-ˌworker	n	1372	3	1	0	1
brewhouse	n	1373	3	1	0	1
halyardhalliardhaulyard	n	1373	4	1	0	1
sackcloth	n	1373	4	2	1	1
tolseltolzey	n	1373	1	1	0	1
cramp1	n	1374	3	1	0	1
ferry boat	n	1374	4	1	0	1
soulace	n	1374	1	1	0	1
ˈvantbrace	n	1374	2	1	0	1
freeholder	n	1375	4	2	1	1
headborough	n	1375	2	2	1	1
peytral	n	1375	2	1	0	1
rother beast	n	1375	2	1	0	1
bowtell	n	1376	2	1	0	1
ˈbroderer	n	1376	2	1	0	1
ˈlinch-pin	n	1376	4	1	0	1
wig1	n	1376	4	1	0	1
ˈwool-ˌpacker	n	1376	2	1	0	1
arguer	n	1377	4	1	0	1
blancmangeblancmanger	n	1377	3	1	0	1
ˈcake-bread	n	1377	2	1	0	1
chider	n	1377	2	2	1	1
clapping	n	1377	4	2	1	1
Corpus Christi	n	1377	3	1	0	1
desiring	n	1377	3	1	0	1
devoutness	n	1377	3	1	0	1
ˈfermeryˈfarmery	n	1377	2	1	0	1
firewood	n	1377	5	1	0	1
forefather	n	1377	5	1	0	1
foresleeve	n	1377	2	1	0	1
fornicator	n	1377	3	2	1	1
gittern	n	1377	2	1	0	1
habergeonhaubergeon	n	1377	2	1	0	1
lacking	n	1377	5	2	1	1
Levite	n	1377	4	4	3	1
lipe1	n	1377	2	1	0	1
looby	n	1377	2	1	0	1
quarrel3	n	1377	4	2	1	1
scoffing1	n	1377	3	1	0	1
shepster	n	1377	2	2	1	1
straif	n	1377	2	1	0	1
suet	n	1377	4	1	0	1
toothache	n	1377	4	1	0	1
transgressor	n	1377	4	1	0	1
tunicle	n	1377	2	3	2	1
Tyburn	n	1377	2	1	0	1
wardmote	n	1377	2	1	0	1
ˈwightness	n	1377	1	1	0	1
head-kerchief	n	1378	2	1	0	1
head sheet1	n	1378	2	1	0	1
jack1	n	1378	4	2	1	1
reeing	n	1378	2	2	1	1
weeding hook	n	1378	2	1	0	1
hiera picra	n	1379	2	1	0	1
joist1	n	1379	5	4	3	1
knoll2	n	1379	3	2	1	1
macer1	n	1379	2	1	0	1
pertinence1	n	1379	3	3	2	1
powder box	n	1379	3	1	0	1
roughmason	n	1379	2	1	0	1
sawer	n	1379	2	1	0	1
ˈslatter	n	1379	2	2	1	1
speer1	n	1379	2	1	0	1
whisp	n	1379	2	1	0	1
dressing board	n	1380	2	1	0	1
recovering1	n	1380	4	1	0	1
roundlet	n	1380	2	2	1	1
rundlet1	n	1380	2	2	1	1
almond milk	n	1381	3	1	0	1
apple-moyse	n	1381	1	1	0	1
dung pick	n	1381	1	1	0	1
egerdouce	n	1381	1	1	0	1
ˈgirth-ˌweb	n	1381	2	1	0	1
heronshaw	n	1381	2	2	1	1
iron gear	n	1381	2	1	0	1
Lyon	n	1381	4	1	0	1
mawmenny	n	1381	1	1	0	1
osey	n	1381	2	1	0	1
Areopagite	n	1382	4	1	0	1
Baal	n	1382	3	1	0	1
besieging	n	1382	3	1	0	1
ˈblaeness	n	1382	1	1	0	1
Boanerges	n	1382	3	1	0	1
ˈborough-town	n	1382	2	1	0	1
burnt ˈofferingburnt-ˈoffering	n	1382	4	1	0	1
ˈburying-place	n	1382	3	1	0	1
charioteer	n	1382	4	1	0	1
churlhood	n	1382	1	2	1	1
Cicer	n	1382	3	1	0	1
closing	n	1382	5	3	2	1
ˈcloth-maker	n	1382	3	1	0	1
conˈstrainer	n	1382	2	1	0	1
contrition	n	1382	4	2	1	1
corban	n	1382	2	2	1	1
crevice	n	1382	5	2	1	1
Dagon2	n	1382	2	1	0	1
deboˈnairness	n	1382	2	1	0	1
Decalogue	n	1382	4	1	0	1
defining	n	1382	4	1	0	1
ˈdispenˌsator	n	1382	2	1	0	1
duchy	n	1382	4	1	0	1
dysentery	n	1382	5	1	0	1
encloser	n	1382	3	2	1	1
ender	n	1382	4	1	0	1
espier	n	1382	2	1	0	1
exequy	n	1382	2	1	0	1
feigner	n	1382	2	1	0	1
fluttering	n	1382	4	1	0	1
foaming	n	1382	3	1	0	1
forcing	n	1382	4	2	1	1
forthgoing	n	1382	2	1	0	1
guild-brother	n	1382	2	1	0	1
gull2	n	1382	4	1	0	1
ˈhammersmith	n	1382	2	1	0	1
hewer	n	1382	4	1	0	1
hin	n	1382	4	1	0	1
ˈhoarhead	n	1382	1	1	0	1
homicide1	n	1382	4	1	0	1
hoper	n	1382	3	1	0	1
ˈhorse-fly1	n	1382	4	1	0	1
hospitality	n	1382	5	3	2	1
illusor	n	1382	2	1	0	1
inbreathing	n	1382	2	1	0	1
indwellerin-dweller	n	1382	3	1	0	1
ˈink-horn	n	1382	3	1	0	1
ˌinˈrunning	n	1382	2	1	0	1
inturning	n	1382	2	1	0	1
ˈivy-ˈtree	n	1382	2	2	1	1
jaspis	n	1382	2	1	0	1
Kislev	n	1382	3	1	0	1
lamentation	n	1382	5	1	0	1
libation	n	1382	4	1	0	1
lictor	n	1382	3	1	0	1
penfold	n	1382	2	1	0	1
ridge tile	n	1382	3	1	0	1
sard1	n	1382	3	1	0	1
sardius	n	1382	2	1	0	1
sinneress	n	1382	2	1	0	1
smaragdus	n	1382	2	1	0	1
spurning1	n	1382	3	1	0	1
stacte	n	1382	2	2	1	1
stellion	n	1382	2	1	0	1
stinkingness	n	1382	1	1	0	1
tarrier1	n	1382	2	2	1	1
tawer1	n	1382	2	1	0	1
teraphim	n	1382	3	1	0	1
tirshatha	n	1382	2	1	0	1
ˈtoll-ˌgatherer	n	1382	2	1	0	1
tympanist	n	1382	2	1	0	1
unˈbinding	n	1382	3	1	0	1
unˈchastity	n	1382	4	1	0	1
uncoˈrruption	n	1382	2	1	0	1
ˈunder-ˌsinging	n	1382	1	1	0	1
vau	n	1382	3	1	0	1
vermicle	n	1382	2	2	1	1
vial	n	1382	5	1	0	1
wailing	n	1382	4	1	0	1
wanness	n	1382	2	1	0	1
weaning	n	1382	4	1	0	1
decrease	n	1383	6	1	0	1
old iron	n	1383	4	1	0	1
pint pot	n	1383	3	2	1	1
quart pot	n	1383	3	1	0	1
roan1	n	1383	2	1	0	1
westvale	n	1383	1	1	0	1
rippier	n	1384	2	1	0	1
gunmaker	n	1385	3	1	0	1
pace2	n	1385	4	2	1	1
rondelet	n	1385	2	2	1	1
longbow	n	1386	4	1	0	1
maying	n	1386	3	1	0	1
pitcher-house	n	1386	2	1	0	1
ransoming	n	1386	3	1	0	1
shitting	n	1386	2	1	0	1
veˈnation1	n	1386	3	1	0	1
blamer	n	1387	3	1	0	1
bondwoman	n	1387	3	1	0	1
cunyecunzie	n	1387	2	3	2	1
interring	n	1387	2	1	0	1
knight's fee	n	1387	1	1	0	1
lustre2	n	1387	4	1	0	1
stigmate	n	1387	2	2	1	1
tract2	n	1387	3	1	0	1
avenger	n	1388	4	2	1	1
ˈbroiderer	n	1388	2	1	0	1
cheese press	n	1388	2	1	0	1
chich	n	1388	2	1	0	1
ˈcriton	n	1388	2	1	0	1
deserving	n	1388	3	1	0	1
Deuteronomy	n	1388	3	1	0	1
flueflew1	n	1388	4	1	0	1
Jewess	n	1388	4	1	0	1
jubilation	n	1388	4	1	0	1
ˈlath-nail	n	1388	2	1	0	1
mash-rule	n	1388	1	1	0	1
pinson	n	1388	2	1	0	1
plough-boon	n	1388	1	1	0	1
poleyn1	n	1388	2	1	0	1
purfling	n	1388	3	3	2	1
purse net	n	1388	2	2	1	1
reap hook	n	1388	2	1	0	1
shapeliness	n	1388	3	1	0	1
summer hall	n	1388	2	3	2	1
tun-dishtundish	n	1388	3	1	0	1
unˈfaithfulness	n	1388	4	2	1	1
festival-day	n	1389	4	1	0	1
Hallowmas	n	1389	2	1	0	1
imprisonment	n	1389	5	1	0	1
mass-penny	n	1389	2	1	0	1
painted cloth	n	1389	3	1	0	1
questmonger	n	1389	2	1	0	1
relieving	n	1389	3	1	0	1
riotor	n	1389	2	2	1	1
spurrier	n	1389	2	1	0	1
cranage	n	1390	2	1	0	1
Crœsus	n	1390	2	1	0	1
furtherer	n	1390	2	1	0	1
gaud1	n	1390	2	1	0	1
incantation	n	1390	5	1	0	1
injustice	n	1390	5	1	0	1
lampas2	n	1390	2	2	1	1
ˈland-flood	n	1390	2	1	0	1
lb	n	1390	5	1	0	1
Lollardy	n	1390	3	1	0	1
ped1	n	1390	4	1	0	1
sotie1	n	1390	2	2	1	1
spume	n	1390	3	2	1	1
stable door	n	1390	4	1	0	1
starching	n	1390	2	2	1	1
Styx	n	1390	2	1	0	1
tench1	n	1390	3	1	0	1
tendresse	n	1390	3	1	0	1
topsail	n	1390	4	1	0	1
tristesse	n	1390	3	1	0	1
troy2	n	1390	4	1	0	1
turkisturkesturkesse	n	1390	2	1	0	1
ˈwoolman	n	1390	2	1	0	1
bellman	n	1391	3	2	1	1
foddering	n	1391	2	3	2	1
limiting	n	1391	4	1	0	1
pattener	n	1391	1	2	1	1
raff2	n	1391	3	1	0	1
ˈsewster	n	1391	2	1	0	1
spice-plate	n	1391	2	1	0	1
tailyetailzietaillie	n	1391	2	4	3	1
worksilver	n	1391	1	1	0	1
ear-pick	n	1392	2	1	0	1
hamper1	n	1392	4	2	1	1
lattener	n	1392	1	1	0	1
mailer1	n	1392	3	2	1	1
manor-place	n	1392	2	1	0	1
pottle pot	n	1392	2	2	1	1
wadmal	n	1392	2	1	0	1
wainman	n	1392	2	2	1	1
ˈwheel-band	n	1392	2	2	1	1
Algarbe	n	1393	2	1	0	1
baldmoney	n	1393	2	2	1	1
bellowing	n	1393	3	1	0	1
blenching	n	1393	2	1	0	1
buist1	n	1393	2	1	0	1
caliphcalif	n	1393	5	1	0	1
castellan	n	1393	4	1	0	1
chilling	n	1393	3	1	0	1
coterell1	n	1393	2	1	0	1
deification	n	1393	4	1	0	1
dwale2	n	1393	2	3	2	1
ˈfalcon-ˈgentle	n	1393	2	1	0	1
fay2	n	1393	3	1	0	1
fob1	n	1393	3	2	1	1
hangman	n	1393	4	1	0	1
loop2	n	1393	4	2	1	1
penner1	n	1393	2	1	0	1
Petty Bag	n	1393	2	1	0	1
powder bag	n	1393	3	1	0	1
scallion	n	1393	4	1	0	1
shorer	n	1393	2	1	0	1
smore1	n	1393	2	1	0	1
chantry	n	1394	4	2	1	1
langle	n	1394	2	1	0	1
refeoffment	n	1394	2	1	0	1
rentcharge	n	1394	3	2	1	1
ˈsea-dike	n	1394	2	1	0	1
ˈunder-clerk	n	1394	2	1	0	1
abstaining	n	1395	3	1	0	1
advancing	n	1395	4	1	0	1
almshouse	n	1395	4	2	1	1
budge1	n	1395	3	1	0	1
chafer2	n	1395	3	3	2	1
cheek tooth	n	1395	4	1	0	1
Church of England	n	1395	4	1	0	1
coster1	n	1395	3	1	0	1
gluing	n	1395	3	1	0	1
parker1	n	1395	3	2	1	1
perpetuation	n	1395	5	1	0	1
plough-strake	n	1395	1	1	0	1
psalmister	n	1395	1	1	0	1
repugning	n	1395	2	1	0	1
resigning	n	1395	3	1	0	1
revellingreveling	n	1395	3	1	0	1
revoking	n	1395	3	1	0	1
rotour	n	1395	1	1	0	1
searing	n	1395	4	1	0	1
shout1	n	1395	3	1	0	1
supprior	n	1395	2	1	0	1
ˈundercroft	n	1395	3	1	0	1
water-mail1	n	1395	2	1	0	1
wholve	n	1395	1	1	0	1
ale stake	n	1396	2	2	1	1
ˈdeerskin	n	1396	4	1	0	1
haggaday	n	1396	1	1	0	1
skelf1	n	1396	2	1	0	1
swing-tree	n	1396	2	1	0	1
tippler1	n	1396	3	2	1	1
deposal	n	1397	2	1	0	1
loadsaddle	n	1397	1	1	0	1
pilliwinks	n	1397	2	1	0	1
ragged staff	n	1397	2	2	1	1
side table	n	1397	4	1	0	1
Starred Chamber	n	1397	2	1	0	1
appreˈhending	n	1398	3	1	0	1
