word	pos	year	freq	total_nmeanings	ncrosses	nmeanings
hognose	n	1737	3	1	0	1
Iyyar	n	1737	2	1	0	1
Labadism	n	1737	2	1	0	1
liturge	n	1737	2	1	0	1
Marranism	n	1737	2	1	0	1
ox-cart	n	1737	4	1	0	1
philander2	n	1737	2	3	2	1
philandering	n	1737	3	1	0	1
pie-hole1	n	1737	2	1	0	1
pitch-farthing	n	1737	2	1	0	1
protome	n	1737	3	1	0	1
providentialness	n	1737	1	1	0	1
rakishness	n	1737	2	1	0	1
Scotchism	n	1737	2	1	0	1
secreta1	n	1737	3	1	0	1
ˈshellery	n	1737	1	1	0	1
ˈsourer	n	1737	2	1	0	1
sprit3	n	1737	2	1	0	1
stichology	n	1737	1	1	0	1
sustentaculum	n	1737	3	1	0	1
tête de mouton	n	1737	1	1	0	1
thingummy	n	1737	2	1	0	1
unsucˈcessiveness	n	1737	1	1	0	1
whimperer	n	1737	2	1	0	1
xylophory	n	1737	1	1	0	1
adjourner	n	1738	2	1	0	1
agathodemon	n	1738	2	1	0	1
ˈblock-book	n	1738	3	2	1	1
bummaree	n	1738	2	3	2	1
Burton2	n	1738	3	1	0	1
chimpanzee	n	1738	5	1	0	1
compère	n	1738	3	2	1	1
convexness	n	1738	1	1	0	1
coterie	n	1738	4	2	1	1
daman	n	1738	3	1	0	1
Dan4	n	1738	5	1	0	1
detourdétour	n	1738	5	1	0	1
fingerpost	n	1738	3	2	1	1
futah	n	1738	2	1	0	1
geometricity	n	1738	2	1	0	1
gourbi	n	1738	2	1	0	1
hag6	n	1738	3	1	0	1
higglery	n	1738	1	1	0	1
ˈinferencer	n	1738	2	1	0	1
irrecollection	n	1738	2	1	0	1
Kabyle	n	1738	4	1	0	1
kasbah	n	1738	3	1	0	1
malicorium	n	1738	2	1	0	1
odd-come-shortly	n	1738	2	1	0	1
opera glass	n	1738	3	1	0	1
optometer	n	1738	3	1	0	1
oud	n	1738	3	1	0	1
painter3	n	1738	4	1	0	1
pallion3	n	1738	2	1	0	1
peplos	n	1738	3	1	0	1
pewterware	n	1738	2	1	0	1
post8	n	1738	4	2	1	1
postament	n	1738	2	1	0	1
pre-fermentation	n	1738	2	1	0	1
pumpernickel	n	1738	3	1	0	1
pyramidion	n	1738	2	2	1	1
quadragesimalia	n	1738	2	1	0	1
rearrival	n	1738	2	1	0	1
refracter	n	1738	2	1	0	1
rose window	n	1738	4	1	0	1
rower4	n	1738	3	1	0	1
rumbo2	n	1738	3	1	0	1
rusticator	n	1738	2	1	0	1
senega	n	1738	3	1	0	1
ˈsolvend	n	1738	2	1	0	1
Sui	n	1738	3	1	0	1
supplial	n	1738	2	2	1	1
talar	n	1738	4	1	0	1
trust fund	n	1738	5	1	0	1
ˈundercrust	n	1738	2	1	0	1
vardy	n	1738	2	1	0	1
Yuchi	n	1738	3	1	0	1
Alid	n	1739	3	1	0	1
alkalinity	n	1739	4	1	0	1
alveole	n	1739	2	1	0	1
blackboard	n	1739	5	1	0	1
cantaloupcantaloupe	n	1739	4	1	0	1
ˌcontra-inˈcision	n	1739	1	1	0	1
curette	n	1739	4	1	0	1
custodee	n	1739	2	1	0	1
demoniacism	n	1739	2	1	0	1
empanelment	n	1739	2	1	0	1
forearm	n	1739	5	1	0	1
gorgeret2	n	1739	2	1	0	1
Gullah	n	1739	4	1	0	1
handicapping	n	1739	3	1	0	1
lobelia	n	1739	3	1	0	1
pangrammatist	n	1739	1	1	0	1
panicum	n	1739	3	1	0	1
paralogician	n	1739	1	1	0	1
pluris petitio	n	1739	2	1	0	1
provincialate	n	1739	2	1	0	1
pulley piece2	n	1739	1	1	0	1
sagene1	n	1739	2	1	0	1
ˈsilting	n	1739	4	2	1	1
ˈspluttering	n	1739	3	1	0	1
sprunny	n	1739	1	1	0	1
Titanomachy	n	1739	2	1	0	1
tree-frog	n	1739	4	1	0	1
war-whoop	n	1739	4	1	0	1
whooping-coughhooping-cough	n	1739	4	1	0	1
working model1	n	1739	4	1	0	1
arco	n	1740	4	1	0	1
arteriology	n	1740	1	1	0	1
a tempo	n	1740	1	1	0	1
ˈbagger	n	1740	3	1	0	1
bedbug	n	1740	4	1	0	1
ˈboard-school	n	1740	3	2	1	1
ˈbreakfasting	n	1740	3	1	0	1
chaise-marine	n	1740	2	1	0	1
chitarrone	n	1740	3	1	0	1
clavicembalo	n	1740	2	1	0	1
colibri	n	1740	2	1	0	1
consoler	n	1740	3	1	0	1
crab yaws	n	1740	2	1	0	1
ˈcrow-quill	n	1740	2	1	0	1
cuff4	n	1740	3	1	0	1
cursus	n	1740	4	1	0	1
decipheress	n	1740	1	1	0	1
digestibility	n	1740	4	1	0	1
disgraciadisgrazia	n	1740	2	1	0	1
divisi	n	1740	3	1	0	1
falso bordone	n	1740	2	1	0	1
fine3	n	1740	3	1	0	1
fufu	n	1740	3	1	0	1
fur2	n	1740	3	1	0	1
gendering2	n	1740	3	1	0	1
gorget2	n	1740	3	1	0	1
ˈhuggin	n	1740	2	1	0	1
hyson	n	1740	2	1	0	1
insociability	n	1740	2	1	0	1
intendance2	n	1740	2	1	0	1
king bolt	n	1740	2	2	1	1
lewis1	n	1740	3	1	0	1
literarian	n	1740	2	1	0	1
loaning2	n	1740	2	1	0	1
low comedian	n	1740	3	1	0	1
lumber-room	n	1740	3	1	0	1
officiant	n	1740	4	1	0	1
osteotomy	n	1740	5	2	1	1
overpersuasion	n	1740	2	1	0	1
overscrupulousness	n	1740	2	1	0	1
plainchant	n	1740	3	1	0	1
post bill	n	1740	2	2	1	1
prickly heat	n	1740	3	1	0	1
prima viola	n	1740	1	1	0	1
quadriller	n	1740	2	1	0	1
radius vector	n	1740	4	1	0	1
reefing1	n	1740	2	1	0	1
regaler	n	1740	2	1	0	1
ribattuta	n	1740	2	1	0	1
Romanity	n	1740	2	2	1	1
Scotchery	n	1740	2	1	0	1
seringa1	n	1740	2	1	0	1
Seth2	n	1740	3	1	0	1
ˈstop-watch	n	1740	4	1	0	1
synaphe	n	1740	2	1	0	1
tactus	n	1740	3	1	0	1
tasto	n	1740	3	1	0	1
ˈtea-chest	n	1740	3	2	1	1
tenore	n	1740	3	1	0	1
terreno	n	1740	4	1	0	1
toccatina	n	1740	1	1	0	1
trilith	n	1740	2	1	0	1
villeggiatura	n	1740	2	1	0	1
water-cat	n	1740	2	2	1	1
zampogna	n	1740	2	1	0	1
baconer	n	1741	2	1	0	1
beaminess	n	1741	2	1	0	1
bizarrerie	n	1741	3	1	0	1
cerumen	n	1741	3	1	0	1
cervix	n	1741	5	1	0	1
churchism	n	1741	2	1	0	1
diastasis	n	1741	3	1	0	1
encephalon	n	1741	3	1	0	1
fairground	n	1741	4	1	0	1
femineity	n	1741	2	1	0	1
flattener	n	1741	3	1	0	1
floccinaucinihilipilification	n	1741	2	1	0	1
giallo antico	n	1741	2	1	0	1
globus hystericus	n	1741	3	1	0	1
godmama	n	1741	2	1	0	1
godpapa	n	1741	2	1	0	1
hero-worshipperhero-worshiper	n	1741	3	1	0	1
homegrowing	n	1741	2	1	0	1
hoving	n	1741	2	1	0	1
ingesta	n	1741	3	1	0	1
libretto	n	1741	5	1	0	1
operetta	n	1741	4	1	0	1
overaction	n	1741	3	1	0	1
over-modesty	n	1741	2	1	0	1
persuadableness	n	1741	2	1	0	1
pianoforte2	n	1741	4	1	0	1
premeditator	n	1741	2	1	0	1
prince-craft	n	1741	1	1	0	1
qr.2	n	1741	4	1	0	1
regrowth	n	1741	4	1	0	1
rehiring	n	1741	3	1	0	1
revirescence	n	1741	2	1	0	1
scarer	n	1741	3	1	0	1
sposo	n	1741	3	1	0	1
stockinger	n	1741	3	1	0	1
uncleship	n	1741	2	1	0	1
universitas	n	1741	3	1	0	1
unˈshapeliness	n	1741	2	1	0	1
acetation	n	1742	2	1	0	1
albescence	n	1742	2	1	0	1
ant lion	n	1742	3	1	0	1
aria	n	1742	5	1	0	1
arietta	n	1742	3	1	0	1
arpeggio	n	1742	4	1	0	1
ascendanceascendence	n	1742	4	1	0	1
blackguarding	n	1742	2	1	0	1
ˈbunting3	n	1742	3	1	0	1
capital commitment	n	1742	3	2	1	1
chassie	n	1742	2	1	0	1
diligence2	n	1742	3	1	0	1
douching	n	1742	3	1	0	1
duffing1	n	1742	2	2	1	1
emmenology	n	1742	1	1	0	1
fastidium	n	1742	2	1	0	1
groining2	n	1742	2	1	0	1
hoer	n	1742	2	1	0	1
invination	n	1742	2	1	0	1
landowner	n	1742	5	1	0	1
leet4	n	1742	2	1	0	1
ˈleisureness	n	1742	2	1	0	1
ˈlever3	n	1742	3	1	0	1
Libs	n	1742	3	1	0	1
loggia	n	1742	4	1	0	1
lythe	n	1742	2	1	0	1
mace4	n	1742	2	2	1	1
opera comique	n	1742	3	1	0	1
overpoling	n	1742	2	2	1	1
Pelham	n	1742	3	1	0	1
philanthrope	n	1742	2	1	0	1
pickpocketing	n	1742	3	1	0	1
pot-liquor1	n	1742	2	1	0	1
Poupart's ligament	n	1742	1	1	0	1
preaudience	n	1742	2	1	0	1
prime ministering	n	1742	2	1	0	1
printfield	n	1742	2	1	0	1
proker	n	1742	2	1	0	1
rendezvouser	n	1742	1	1	0	1
Romney Marsh	n	1742	3	1	0	1
scalpel	n	1742	4	1	0	1
sea beach	n	1742	3	1	0	1
sève	n	1742	2	1	0	1
shoring3	n	1742	3	1	0	1
subagency	n	1742	3	1	0	1
valeˈtudinariness	n	1742	1	1	0	1
verbage	n	1742	2	1	0	1
voce di petto	n	1742	1	1	0	1
voce di testa	n	1742	1	1	0	1
wawa	n	1742	3	1	0	1
Whitefieldism	n	1742	2	1	0	1
acne	n	1743	5	1	0	1
acnestis	n	1743	1	1	0	1
acupuncturation	n	1743	2	1	0	1
adynamia	n	1743	3	1	0	1
ardeb	n	1743	3	1	0	1
army intelligence	n	1743	3	2	1	1
arrondissement	n	1743	4	2	1	1
atamasco lily	n	1743	2	1	0	1
ˈbatter2	n	1743	3	1	0	1
celeriac	n	1743	3	1	0	1
cicisbeism	n	1743	2	1	0	1
cometarium	n	1743	2	1	0	1
ˈcopper-belly	n	1743	2	1	0	1
crusader	n	1743	5	1	0	1
Cymraeg	n	1743	3	1	0	1
drill5	n	1743	4	1	0	1
entropion	n	1743	3	1	0	1
epistolist	n	1743	2	1	0	1
exhauster	n	1743	3	1	0	1
faints	n	1743	3	1	0	1
fellah	n	1743	4	1	0	1
flitfold	n	1743	1	1	0	1
guan	n	1743	3	1	0	1
hamamelis	n	1743	2	1	0	1
interministerium	n	1743	2	1	0	1
Iricism	n	1743	2	1	0	1
landau1	n	1743	3	1	0	1
ˈlazy-bed	n	1743	2	1	0	1
Lorrainer	n	1743	3	1	0	1
manakin1	n	1743	3	1	0	1
pale4	n	1743	3	1	0	1
paymastership	n	1743	2	1	0	1
pigeon plum	n	1743	2	2	1	1
podding1	n	1743	2	1	0	1
pound cake	n	1743	3	1	0	1
priggery	n	1743	2	1	0	1
randan2	n	1743	2	1	0	1
rogan	n	1743	2	1	0	1
Rotherham ploughRotherham plow	n	1743	2	1	0	1
rowlock1	n	1743	3	1	0	1
sanad	n	1743	3	1	0	1
sarcocele	n	1743	2	1	0	1
semi-ˈaxis	n	1743	3	1	0	1
skelloch1	n	1743	2	1	0	1
stuccoer	n	1743	2	1	0	1
tepee	n	1743	4	1	0	1
tollman	n	1743	2	1	0	1
ˈtopping2	n	1743	3	1	0	1
tow-rope	n	1743	3	1	0	1
transmigrator	n	1743	2	1	0	1
turaco	n	1743	3	1	0	1
wetland	n	1743	5	1	0	1
whisky jack	n	1743	2	1	0	1
antagonization	n	1744	2	1	0	1
ascendancyascendency	n	1744	5	1	0	1
beylicbeylik	n	1744	2	1	0	1
carte du pays	n	1744	2	1	0	1
childlikeness	n	1744	3	1	0	1
ˈclapmatch	n	1744	2	1	0	1
ˈcow-weed	n	1744	2	1	0	1
ˈcrosswalk	n	1744	4	1	0	1
Dunker2	n	1744	4	1	0	1
ember3	n	1744	3	1	0	1
exulting	n	1744	3	1	0	1
fair green1	n	1744	2	1	0	1
foregift	n	1744	2	1	0	1
glacier	n	1744	5	1	0	1
ˈhorse-ˌjockey	n	1744	2	1	0	1
hôtel de ville	n	1744	2	1	0	1
hotel garni	n	1744	2	1	0	1
inˈtoxicator	n	1744	2	1	0	1
king's hood	n	1744	1	1	0	1
ˈlunda1	n	1744	2	1	0	1
mandrill	n	1744	3	2	1	1
ombrometer	n	1744	2	1	0	1
padrona	n	1744	3	1	0	1
pelerine	n	1744	2	1	0	1
pilotry	n	1744	2	1	0	1
powder-boy	n	1744	2	1	0	1
professoress	n	1744	2	1	0	1
puceron	n	1744	3	1	0	1
recohabitation	n	1744	2	1	0	1
referendum	n	1744	5	3	2	1
roomliness	n	1744	1	1	0	1
rype	n	1744	3	1	0	1
seltzer	n	1744	3	1	0	1
stratege	n	1744	2	1	0	1
sub-note	n	1744	2	1	0	1
ˈtop-ˌdressing	n	1744	3	1	0	1
waffle1	n	1744	4	1	0	1
Wilton1	n	1744	2	1	0	1
alhagi	n	1745	2	1	0	1
alt-relief	n	1745	2	2	1	1
at homeat-home	n	1745	1	1	0	1
Caˈligulism	n	1745	1	1	0	1
caulkage	n	1745	1	1	0	1
coral reef	n	1745	5	1	0	1
ˈcrispature	n	1745	1	1	0	1
ˈduckery	n	1745	2	1	0	1
electric atmosphere	n	1745	3	1	0	1
electrifying	n	1745	3	1	0	1
electrization	n	1745	2	2	1	1
ˌformidaˈbility	n	1745	2	1	0	1
gabbai	n	1745	3	1	0	1
ˈgalliardism	n	1745	1	1	0	1
goody-goody1	n	1745	3	1	0	1
haratch	n	1745	2	1	0	1
hausen	n	1745	3	1	0	1
hoecake	n	1745	3	1	0	1
houri	n	1745	3	1	0	1
kabloonat	n	1745	1	1	0	1
Lucuma	n	1745	2	1	0	1
maria1	n	1745	4	1	0	1
open mind	n	1745	4	1	0	1
opus signinum	n	1745	3	1	0	1
over-delicacy	n	1745	2	1	0	1
patas	n	1745	3	1	0	1
peperino	n	1745	2	1	0	1
pipit	n	1745	3	1	0	1
quarterdecker	n	1745	1	1	0	1
quartful	n	1745	2	1	0	1
rag trade	n	1745	3	2	1	1
rinfresco	n	1745	2	1	0	1
rosery	n	1745	2	1	0	1
sarcle	n	1745	2	1	0	1
savoir vivre	n	1745	3	1	0	1
ˈsea-ˌfishing	n	1745	4	1	0	1
slane	n	1745	2	1	0	1
slatternness	n	1745	1	1	0	1
ˈsmut-ball	n	1745	2	1	0	1
staxis	n	1745	2	1	0	1
tappet	n	1745	3	1	0	1
trois point	n	1745	2	1	0	1
ˈturnpike road	n	1745	3	1	0	1
ˈunder-ˌcooper	n	1745	1	1	0	1
authorcraft	n	1746	2	1	0	1
back country	n	1746	4	1	0	1
barngun	n	1746	1	1	0	1
castor oil	n	1746	4	1	0	1
centre-bitcenter-bit	n	1746	2	1	0	1
chore2	n	1746	5	1	0	1
clam6	n	1746	3	1	0	1
coopering1	n	1746	2	1	0	1
diffusibility	n	1746	3	1	0	1
dimmit	n	1746	2	1	0	1
disponee	n	1746	2	1	0	1
dudder	n	1746	2	1	0	1
elatement	n	1746	2	1	0	1
electric ray1	n	1746	3	1	0	1
fagging2	n	1746	2	1	0	1
febricula	n	1746	2	1	0	1
filibeg	n	1746	2	1	0	1
flippancy	n	1746	4	1	0	1
hendecasyllable	n	1746	3	1	0	1
houchin	n	1746	1	1	0	1
impresario	n	1746	4	1	0	1
individualization	n	1746	4	1	0	1
jute1	n	1746	5	1	0	1
kilt	n	1746	4	1	0	1
pandle	n	1746	2	1	0	1
par-yard	n	1746	2	1	0	1
pentecontalitron	n	1746	1	1	0	1
preoccupier	n	1746	1	1	0	1
presbyope	n	1746	2	1	0	1
protruberance	n	1746	3	1	0	1
pulka	n	1746	2	1	0	1
rampike	n	1746	2	1	0	1
rifle3	n	1746	6	2	1	1
risorius	n	1746	3	1	0	1
rubbacrock	n	1746	1	1	0	1
slave-merchant	n	1746	3	1	0	1
soap-rock	n	1746	2	1	0	1
spar4	n	1746	3	1	0	1
spontoon	n	1746	2	1	0	1
tetty	n	1746	2	1	0	1
timothy grass	n	1746	3	1	0	1
ˈwash-mouth	n	1746	2	1	0	1
Adam's wine	n	1747	1	1	0	1
Alderney	n	1747	2	1	0	1
autocratrix	n	1747	2	1	0	1
blanquette	n	1747	2	1	0	1
bluer	n	1747	2	1	0	1
brilliancy	n	1747	4	1	0	1
cachalot	n	1747	3	1	0	1
capitulant	n	1747	2	1	0	1
claimant	n	1747	5	1	0	1
coalizer	n	1747	1	1	0	1
confessionaire	n	1747	1	1	0	1
currant jelly	n	1747	3	1	0	1
deˈterminedness	n	1747	2	1	0	1
Devonshire	n	1747	3	1	0	1
disˈrobement	n	1747	2	1	0	1
Dorset1	n	1747	3	1	0	1
elephantry	n	1747	2	1	0	1
family man	n	1747	4	2	1	1
family pew	n	1747	3	1	0	1
fay3	n	1747	3	1	0	1
flightiness	n	1747	3	1	0	1
flot2	n	1747	3	1	0	1
flustration	n	1747	2	1	0	1
fossilist	n	1747	2	1	0	1
gimp2	n	1747	2	1	0	1
gloat2	n	1747	3	1	0	1
goˈmashta	n	1747	2	1	0	1
ˈgrape-shot	n	1747	4	1	0	1
hawk-owl	n	1747	2	1	0	1
heliostat	n	1747	3	1	0	1
herd-grassherd's-grass	n	1747	2	1	0	1
hircarrahircarrahhurcaru	n	1747	2	1	0	1
huzz	n	1747	2	1	0	1
impolicy	n	1747	3	1	0	1
jaileressgaoleress	n	1747	2	1	0	1
keckle-meckle	n	1747	1	1	0	1
kevel4	n	1747	2	1	0	1
kyle3	n	1747	2	1	0	1
lapilli	n	1747	3	1	0	1
lench2	n	1747	2	1	0	1
limp3	n	1747	4	1	0	1
literae humaniores	n	1747	3	1	0	1
lithologist	n	1747	2	1	0	1
lord's meer	n	1747	1	1	0	1
obstruct	n	1747	3	1	0	1
orl	n	1747	2	2	1	1
parader	n	1747	3	1	0	1
penwoman	n	1747	2	1	0	1
piercel	n	1747	1	1	0	1
plaintiveness	n	1747	3	1	0	1
pob	n	1747	2	1	0	1
post captain	n	1747	3	1	0	1
post ship2	n	1747	2	1	0	1
rag pump	n	1747	1	1	0	1
ratchel	n	1747	1	2	1	1
retenue	n	1747	3	1	0	1
rightdoer	n	1747	2	1	0	1
ˈscaffling2	n	1747	1	1	0	1
ˈscramblement	n	1747	1	1	0	1
self-culture	n	1747	3	1	0	1
sky-parloursky-parlor	n	1747	2	2	1	1
ˈsleep-walker	n	1747	4	1	0	1
stope2	n	1747	3	2	1	1
swaddler	n	1747	2	1	0	1
taotai	n	1747	3	1	0	1
ˈthread-ˌpaper	n	1747	2	1	0	1
ˈunder-satisˌfaction	n	1747	1	1	0	1
unˈsisterliness	n	1747	2	1	0	1
Varinas	n	1747	2	1	0	1
vibraˈtility	n	1747	2	1	0	1
Visiˈtandine	n	1747	3	1	0	1
yamunyamen	n	1747	4	1	0	1
agonizing	n	1748	3	1	0	1
attractionist	n	1748	2	1	0	1
backening	n	1748	2	1	0	1
bar3	n	1748	3	1	0	1
briberess	n	1748	1	1	0	1
Brussels	n	1748	3	1	0	1
celt2	n	1748	4	1	0	1
chancelloress	n	1748	2	1	0	1
chemist and druggist	n	1748	2	1	0	1
complimenter	n	1748	2	1	0	1
concedence	n	1748	2	1	0	1
coterell2	n	1748	2	1	0	1
crow-bar	n	1748	4	1	0	1
doggess	n	1748	2	1	0	1
drag-staff	n	1748	1	1	0	1
Dulcinea	n	1748	4	1	0	1
dustuckdustuk	n	1748	2	1	0	1
eau	n	1748	5	1	0	1
etym	n	1748	2	1	0	1
execrator	n	1748	2	1	0	1
flos-ferri	n	1748	2	1	0	1
footer2	n	1748	3	1	0	1
girlhood	n	1748	4	1	0	1
Herrnhuter	n	1748	3	1	0	1
interlardment	n	1748	1	1	0	1
jaspachatejaspagate	n	1748	1	1	0	1
jib-boom	n	1748	3	1	0	1
keeperess	n	1748	2	1	0	1
lasting5	n	1748	3	1	0	1
masculinity	n	1748	5	2	1	1
over-solicitude	n	1748	2	1	0	1
pantine	n	1748	2	1	0	1
pap-in2	n	1748	2	1	0	1
paysanne	n	1748	3	1	0	1
pectuncle	n	1748	1	1	0	1
pond lily	n	1748	3	1	0	1
prurition	n	1748	1	1	0	1
puzzledom	n	1748	2	1	0	1
rattinet	n	1748	2	1	0	1
rowan3	n	1748	3	1	0	1
scar4	n	1748	3	1	0	1
ˈsick-list	n	1748	3	1	0	1
snow-blindness	n	1748	3	1	0	1
somˈnivolency	n	1748	1	1	0	1
surmisant	n	1748	1	1	0	1
tapia	n	1748	3	1	0	1
ˈtea-board	n	1748	2	1	0	1
ˈticking2	n	1748	3	1	0	1
Triandria	n	1748	2	1	0	1
ˈunder-ˌmanager	n	1748	3	1	0	1
ˈunder-ˌniceness	n	1748	1	1	0	1
unforˈgiver	n	1748	1	1	0	1
ˈwar-cry	n	1748	4	1	0	1
Whitefieldite	n	1748	2	1	0	1
ˈwoodˌwarden	n	1748	1	1	0	1
acciaccatura	n	1749	3	1	0	1
Bernoulli	n	1749	3	1	0	1
bra-goose	n	1749	1	1	0	1
caballero	n	1749	4	1	0	1
chipping squirrel	n	1749	2	1	0	1
con amore	n	1749	3	1	0	1
demi-rep	n	1749	2	1	0	1
duncehead	n	1749	1	1	0	1
ebullience	n	1749	4	1	0	1
electric fluid	n	1749	3	1	0	1
electrician	n	1749	5	1	0	1
electrometer	n	1749	4	1	0	1
epopœia	n	1749	2	1	0	1
firebrick	n	1749	4	1	0	1
full4	n	1749	3	1	0	1
hippomania	n	1749	2	2	1	1
husbandage	n	1749	1	3	2	1
inefficiency	n	1749	5	1	0	1
kalon	n	1749	3	1	0	1
left-handiness	n	1749	1	1	0	1
linearity	n	1749	5	1	0	1
maladie du pays	n	1749	2	1	0	1
orange tip	n	1749	2	1	0	1
overdraught	n	1749	2	1	0	1
overindulgence	n	1749	4	1	0	1
overstretch	n	1749	3	1	0	1
palatopharyngeus	n	1749	3	1	0	1
palimbacchic	n	1749	1	1	0	1
parodist	n	1749	3	1	0	1
pawnbroking	n	1749	3	1	0	1
pawnshop	n	1749	4	1	0	1
porkman	n	1749	2	1	0	1
post station	n	1749	3	1	0	1
pratie	n	1749	2	1	0	1
preferability	n	1749	3	1	0	1
promotee	n	1749	3	1	0	1
readjustment	n	1749	5	1	0	1
revoltingness	n	1749	2	1	0	1
rolling table1	n	1749	2	1	0	1
rusticism	n	1749	2	1	0	1
sea-bathing	n	1749	3	1	0	1
self-dependency	n	1749	2	1	0	1
ˈsick-room	n	1749	4	1	0	1
sportsmanship	n	1749	4	1	0	1
sproutling	n	1749	2	1	0	1
starbolin	n	1749	1	1	0	1
ˈtarhood	n	1749	1	1	0	1
theopathy	n	1749	2	1	0	1
trygon	n	1749	2	1	0	1
ununiˈformity	n	1749	2	1	0	1
variator	n	1749	2	2	1	1
vettura	n	1749	2	1	0	1
vibratiuncle	n	1749	2	1	0	1
abbate	n	1750	3	1	0	1
antrustion	n	1750	2	1	0	1
arch-rival	n	1750	3	1	0	1
Big Knife	n	1750	3	1	0	1
burley2	n	1750	3	1	0	1
butt piece	n	1750	2	2	1	1
cambresine	n	1750	1	1	0	1
comˈponency	n	1750	2	1	0	1
daydreamer	n	1750	3	1	0	1
Dunkard	n	1750	3	1	0	1
echinite	n	1750	2	1	0	1
electric shock	n	1750	4	1	0	1
embarras de richesse	n	1750	3	1	0	1
enchainment	n	1750	3	1	0	1
fascinator	n	1750	2	1	0	1
friseur	n	1750	2	1	0	1
globularity	n	1750	2	1	0	1
hand feeding	n	1750	3	1	0	1
heroinism	n	1750	2	1	0	1
ice-island	n	1750	3	1	0	1
interact	n	1750	4	1	0	1
irascibility	n	1750	3	1	0	1
irradiator	n	1750	3	1	0	1
jest-book	n	1750	3	1	0	1
Lacrima	n	1750	3	1	0	1
laˈpidity	n	1750	2	1	0	1
manis	n	1750	3	1	0	1
many-roots	n	1750	3	1	0	1
palleting1	n	1750	2	1	0	1
pantographer	n	1750	2	2	1	1
pipping1	n	1750	2	1	0	1
quackling	n	1750	2	1	0	1
ravenry	n	1750	1	1	0	1
rear vassal	n	1750	2	1	0	1
rone4	n	1750	3	1	0	1
sang-froid	n	1750	4	1	0	1
ˈscowbanker	n	1750	1	1	0	1
sedan chair	n	1750	4	1	0	1
selvagee	n	1750	2	1	0	1
sheet-shot	n	1750	2	1	0	1
tautog	n	1750	3	1	0	1
ulnager	n	1750	2	1	0	1
unˌansweraˈbility	n	1750	2	1	0	1
valet-de-place	n	1750	2	1	0	1
wroth2	n	1750	2	1	0	1
abaca	n	1751	4	1	0	1
Acanthopterygii	n	1751	2	1	0	1
anthericum	n	1751	2	1	0	1
begonia	n	1751	4	1	0	1
cabeer	n	1751	1	1	0	1
calin	n	1751	2	1	0	1
circumjacency	n	1751	2	1	0	1
coinˈcider	n	1751	2	1	0	1
ˈcomposantcomozant2	n	1751	3	1	0	1
ˈcotton plantcotton-plant	n	1751	4	1	0	1
Cryptogamia	n	1751	2	1	0	1
début	n	1751	5	1	0	1
diaˈchalasis	n	1751	1	1	0	1
ˈdinder	n	1751	2	1	0	1
disenˈtanglement	n	1751	3	1	0	1
eloper	n	1751	2	1	0	1
E O	n	1751	3	1	0	1
experimentum crucis	n	1751	2	1	0	1
extenuator	n	1751	2	1	0	1
ˈgowdy	n	1751	2	1	0	1
hachis	n	1751	2	1	0	1
hollop	n	1751	2	1	0	1
Ignatius' Bean	n	1751	1	1	0	1
impressibility	n	1751	2	1	0	1
ˈinvocant	n	1751	2	1	0	1
leg-bail1	n	1751	2	1	0	1
locule	n	1751	3	1	0	1
parazonium	n	1751	2	1	0	1
petit souper	n	1751	2	1	0	1
Peziza	n	1751	3	1	0	1
pokeweed	n	1751	3	1	0	1
polygynia	n	1751	2	2	1	1
productress	n	1751	1	1	0	1
puppyhood	n	1751	3	2	1	1
purry	n	1751	2	1	0	1
recalcination	n	1751	2	1	0	1
reloading	n	1751	3	1	0	1
reorganization	n	1751	5	1	0	1
riverfront	n	1751	4	1	0	1
rôtisseur	n	1751	2	1	0	1
rubber3	n	1751	4	1	0	1
rudbeckia	n	1751	2	1	0	1
ruellia	n	1751	2	1	0	1
rummlegumption	n	1751	1	1	0	1
ˈsalt-lick	n	1751	3	1	0	1
sayer3	n	1751	3	1	0	1
ˈscare-devil	n	1751	2	2	1	1
sea-pie2	n	1751	2	1	0	1
Steliteutic	n	1751	1	1	0	1
step-ladder	n	1751	4	1	0	1
succotash	n	1751	3	1	0	1
thingamabob	n	1751	2	1	0	1
traiteur	n	1751	2	1	0	1
trust house	n	1751	2	2	1	1
unimˈportance	n	1751	4	1	0	1
unpermanency	n	1751	1	1	0	1
ˈvagrance	n	1751	2	1	0	1
vegetable dish1	n	1751	3	1	0	1
ˈwax-bill	n	1751	3	1	0	1
wiregrass	n	1751	3	1	0	1
actinia	n	1752	2	1	0	1
aguardiente	n	1752	3	1	0	1
asilus	n	1752	2	1	0	1
authorling	n	1752	2	1	0	1
awaredom	n	1752	1	1	0	1
bandannabandana	n	1752	4	1	0	1
bouman	n	1752	2	1	0	1
ˈbrickhood	n	1752	1	1	0	1
Brunner	n	1752	3	1	0	1
brusquerie	n	1752	2	1	0	1
curiosa felicitas	n	1752	2	1	0	1
dénouement	n	1752	4	1	0	1
disrecommendation	n	1752	2	1	0	1
embitterer	n	1752	2	1	0	1
entheasm	n	1752	1	1	0	1
exhalatory	n	1752	2	1	0	1
fimbria	n	1752	4	1	0	1
garce	n	1752	2	1	0	1
gill5	n	1752	3	1	0	1
growling	n	1752	3	1	0	1
haliotis	n	1752	2	1	0	1
icaco	n	1752	2	1	0	1
induciae	n	1752	2	1	0	1
Libellula	n	1752	3	1	0	1
ˈlighthead2	n	1752	2	1	0	1
